three_character,group,sub_chapter,chapter
Y28,"Contact with sharp object, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y29,"Contact with blunt object, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y30,"Falling, jumping or pushed from a high place, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y31,"Falling, lying or running before or into moving object, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y32,"Crashing of motor vehicle, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y33,"Other specified events, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y34,"Unspecified event, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y35,Legal intervention,Legal intervention and operations of war,External causes of morbidity and mortality
Y36,Operations of war,Legal intervention and operations of war,External causes of morbidity and mortality
Y40,Systemic antibiotics,Complications of medical and surgical care,External causes of morbidity and mortality
Y41,Other systemic anti-infectives and antiparasitics,Complications of medical and surgical care,External causes of morbidity and mortality
Y42,"Hormones and their synthetic substitutes and antagonists, not elsewhere classified",Complications of medical and surgical care,External causes of morbidity and mortality
Y43,Primarily systemic agents,Complications of medical and surgical care,External causes of morbidity and mortality
Y44,Agents primarily affecting blood constituents,Complications of medical and surgical care,External causes of morbidity and mortality
Y45,"Analgesics, antipyretics and anti-inflammatory drugs",Complications of medical and surgical care,External causes of morbidity and mortality
Y46,Antiepileptics and antiparkinsonism drugs,Complications of medical and surgical care,External causes of morbidity and mortality
Y47,"Sedatives, hypnotics and antianxiety drugs",Complications of medical and surgical care,External causes of morbidity and mortality
Y48,Anaesthetics and therapeutic gases,Complications of medical and surgical care,External causes of morbidity and mortality
Y49,"Psychotropic drugs, not elsewhere classified",Complications of medical and surgical care,External causes of morbidity and mortality
Y50,"Central nervous system stimulants, not elsewhere classified",Complications of medical and surgical care,External causes of morbidity and mortality
Y51,Drugs primarily affecting the autonomic nervous system,Complications of medical and surgical care,External causes of morbidity and mortality
Y52,Agents primarily affecting the cardiovascular system,Complications of medical and surgical care,External causes of morbidity and mortality
Y53,Agents primarily affecting the gastrointestinal system,Complications of medical and surgical care,External causes of morbidity and mortality
Y54,Agents primarily affecting water-balance and mineral and uric acid metabolism,Complications of medical and surgical care,External causes of morbidity and mortality
Y55,Agents primarily acting on smooth and skeletal muscles and the respiratory system,Complications of medical and surgical care,External causes of morbidity and mortality
Y56,"Topical agents primarily affecting skin and mucous membrane and ophthalmological, otorhinolaryngological and dental drugs",Complications of medical and surgical care,External causes of morbidity and mortality
Y57,Other and unspecified drugs and medicaments,Complications of medical and surgical care,External causes of morbidity and mortality
Y58,Bacterial vaccines,Complications of medical and surgical care,External causes of morbidity and mortality
Y59,Other and unspecified vaccines and biological substances,Complications of medical and surgical care,External causes of morbidity and mortality
Y60,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care",Complications of medical and surgical care,External causes of morbidity and mortality
Y61,Foreign object accidentally left in body during surgical and medical care,Complications of medical and surgical care,External causes of morbidity and mortality
Y62,Failure of sterile precautions during surgical and medical care,Complications of medical and surgical care,External causes of morbidity and mortality
Y63,Failure in dosage during surgical and medical care,Complications of medical and surgical care,External causes of morbidity and mortality
Y64,Contaminated medical or biological substances,Complications of medical and surgical care,External causes of morbidity and mortality
Y65,Other misadventures during surgical and medical care,Complications of medical and surgical care,External causes of morbidity and mortality
Y66,Nonadministration of surgical and medical care,Complications of medical and surgical care,External causes of morbidity and mortality
Y69,Unspecified misadventure during surgical and medical care,Complications of medical and surgical care,External causes of morbidity and mortality
Y70,Anaesthesiology devices associated with adverse incidents,Complications of medical and surgical care,External causes of morbidity and mortality
Y71,Cardiovascular devices associated with adverse incidents,Complications of medical and surgical care,External causes of morbidity and mortality
Y72,Otorhinolaryngological devices associated with adverse incidents,Complications of medical and surgical care,External causes of morbidity and mortality
Y73,Gastroenterology and urology devices associated with adverse incidents,Complications of medical and surgical care,External causes of morbidity and mortality
Y74,General hospital and personal-use devices associated with adverse incidents,Complications of medical and surgical care,External causes of morbidity and mortality
